cset: --> last message, executed args into cpuset "/user", new pid is: 75972
L,N,embed_dim,num_heads,use_separate_proj_weight,qkv_same,kv_same,device,avg(us),std(us),num_runs,data/avg(us)
32,256,256,16,True,False,False,cuda,1905,8,1050,17613
32,256,1024,1,True,False,False,cuda,10181,58,197,823
32,256,1024,8,True,False,False,cuda,10258,68,195,6542
32,256,1024,16,True,False,False,cuda,10572,67,190,12695
16,1,16,1,False,True,False,cuda,550,9,3635,0
16,1,16,8,False,True,False,cuda,581,9,3438,3
16,1,16,16,False,True,False,cuda,581,10,3442,7
16,1,256,1,False,True,False,cuda,581,15,3440,7
16,1,256,8,False,True,False,cuda,602,9,3319,54
16,1,256,16,False,True,False,cuda,602,10,3320,108
16,1,1024,1,False,True,False,cuda,573,9,3485,28
16,1,1024,8,False,True,False,cuda,610,14,3276,214
16,1,1024,16,False,True,False,cuda,604,9,3310,434
16,64,16,1,False,True,False,cuda,600,9,3332,27
16,64,16,8,False,True,False,cuda,604,10,3308,217
16,64,16,16,False,True,False,cuda,605,9,3304,433
16,64,256,1,False,True,False,cuda,628,9,3183,417
16,64,256,8,False,True,False,cuda,632,10,3164,3318
16,64,256,16,False,True,False,cuda,630,9,3171,6657
16,64,1024,1,False,True,False,cuda,1855,47,1078,565
16,64,1024,8,False,True,False,cuda,1794,46,1115,4675
16,64,1024,16,False,True,False,cuda,1843,47,1085,9103
16,256,16,1,False,True,False,cuda,601,10,3325,109
16,256,16,8,False,True,False,cuda,669,8,2987,783
16,256,16,16,False,True,False,cuda,883,9,2263,1187
16,256,256,1,False,True,False,cuda,970,8,2061,1081
16,256,256,8,False,True,False,cuda,1103,7,1814,7605
16,256,256,16,False,True,False,cuda,1285,6,1556,13056
16,256,1024,1,False,True,False,cuda,5670,81,353,739
16,256,1024,8,False,True,False,cuda,5616,6,357,5974
16,256,1024,16,False,True,False,cuda,5804,10,345,11562
32,1,16,1,False,True,False,cuda,550,10,3633,0
32,1,16,8,False,True,False,cuda,581,9,3438,7
32,1,16,16,False,True,False,cuda,583,11,3426,14
32,1,256,1,False,True,False,cuda,569,10,3514,14
32,1,256,8,False,True,False,cuda,600,9,3333,109
32,1,256,16,False,True,False,cuda,600,9,3331,218
32,1,1024,1,False,True,False,cuda,575,10,3475,56
32,1,1024,8,False,True,False,cuda,603,9,3312,434
32,1,1024,16,False,True,False,cuda,603,9,3314,869
32,64,16,1,False,True,False,cuda,604,13,3306,54
32,64,16,8,False,True,False,cuda,607,9,3291,431
32,64,16,16,False,True,False,cuda,623,8,3209,841
32,64,256,1,False,True,False,cuda,658,9,3037,796
32,64,256,8,False,True,False,cuda,673,14,2972,6232
32,64,256,16,False,True,False,cuda,740,11,2701,11335
32,64,1024,1,False,True,False,cuda,3173,92,631,660
32,64,1024,8,False,True,False,cuda,3138,95,638,5346
32,64,1024,16,False,True,False,cuda,3179,97,629,10555
32,256,16,1,False,True,False,cuda,603,9,3315,217
32,256,16,8,False,True,False,cuda,793,10,2520,1322
32,256,16,16,False,True,False,cuda,1114,10,1795,1882
32,256,256,1,False,True,False,cuda,1417,7,1411,1479
32,256,256,8,False,True,False,cuda,1679,12,1191,9992
32,256,256,16,False,True,False,cuda,1973,8,1014,17006
32,256,1024,1,False,True,False,cuda,10467,69,192,801
32,256,1024,8,False,True,False,cuda,10530,72,190,6373
32,256,1024,16,False,True,False,cuda,10850,78,185,12370
16,1,16,1,False,False,True,cuda,592,9,3378,0
16,1,16,8,False,False,True,cuda,626,11,3191,3
16,1,16,16,False,False,True,cuda,624,9,3205,6
16,1,256,1,False,False,True,cuda,612,13,3267,6
16,1,256,8,False,False,True,cuda,637,11,3137,51
16,1,256,16,False,False,True,cuda,638,9,3133,102
16,1,1024,1,False,False,True,cuda,611,9,3273,26
16,1,1024,8,False,False,True,cuda,640,11,3123,204
16,1,1024,16,False,False,True,cuda,640,10,3125,409
16,64,16,1,False,False,True,cuda,636,10,3142,25
16,64,16,8,False,False,True,cuda,639,10,3126,205
16,64,16,16,False,False,True,cuda,643,9,3111,407
16,64,256,1,False,False,True,cuda,658,10,3036,398
16,64,256,8,False,False,True,cuda,664,10,3012,3158
16,64,256,16,False,False,True,cuda,685,15,2917,6123
16,64,1024,1,False,False,True,cuda,1941,53,1030,540
16,64,1024,8,False,False,True,cuda,1880,43,1064,4462
16,64,1024,16,False,False,True,cuda,1929,50,1037,8697
16,256,16,1,False,False,True,cuda,638,11,3134,102
16,256,16,8,False,False,True,cuda,705,12,2837,743
16,256,16,16,False,False,True,cuda,914,8,2187,1147
16,256,256,1,False,False,True,cuda,916,12,2183,1144
16,256,256,8,False,False,True,cuda,1051,10,1902,7981
16,256,256,16,False,False,True,cuda,1232,9,1624,13617
16,256,1024,1,False,False,True,cuda,5620,107,356,746
16,256,1024,8,False,False,True,cuda,5607,51,357,5984
16,256,1024,16,False,False,True,cuda,5789,46,346,11592
32,1,16,1,False,False,True,cuda,591,9,3380,0
32,1,16,8,False,False,True,cuda,623,9,3208,6
32,1,16,16,False,False,True,cuda,623,10,3206,13
32,1,256,1,False,False,True,cuda,606,9,3298,13
32,1,256,8,False,False,True,cuda,637,9,3137,102
32,1,256,16,False,False,True,cuda,638,10,3134,205
32,1,1024,1,False,False,True,cuda,610,9,3279,53
32,1,1024,8,False,False,True,cuda,642,10,3114,408
32,1,1024,16,False,False,True,cuda,642,11,3113,816
32,64,16,1,False,False,True,cuda,637,9,3138,51
32,64,16,8,False,False,True,cuda,645,10,3097,406
32,64,16,16,False,False,True,cuda,661,12,3023,793
32,64,256,1,False,False,True,cuda,697,16,2866,752
32,64,256,8,False,False,True,cuda,686,13,2913,6114
32,64,256,16,False,False,True,cuda,762,9,2624,11008
32,64,1024,1,False,False,True,cuda,3074,92,651,682
32,64,1024,8,False,False,True,cuda,3040,89,658,5518
32,64,1024,16,False,False,True,cuda,3101,86,645,10820
32,256,16,1,False,False,True,cuda,638,10,3132,205
32,256,16,8,False,False,True,cuda,837,11,2389,1252
32,256,16,16,False,False,True,cuda,1147,5,1744,1828
32,256,256,1,False,False,True,cuda,1371,13,1459,1529
32,256,256,8,False,False,True,cuda,1631,13,1227,10286
32,256,256,16,False,False,True,cuda,1918,6,1043,17494
32,256,1024,1,False,False,True,cuda,10320,68,194,812
32,256,1024,8,False,False,True,cuda,10377,69,193,6467
32,256,1024,16,False,False,True,cuda,10695,74,187,12549
16,1,16,1,False,False,False,cuda,592,10,3374,0
16,1,16,8,False,False,False,cuda,625,10,3198,3
16,1,16,16,False,False,False,cuda,626,11,3192,6
16,1,256,1,False,False,False,cuda,604,9,3309,6
16,1,256,8,False,False,False,cuda,636,10,3142,51
16,1,256,16,False,False,False,cuda,636,9,3141,103
16,1,1024,1,False,False,False,cuda,607,10,3292,26
16,1,1024,8,False,False,False,cuda,642,9,3114,204
16,1,1024,16,False,False,False,cuda,641,9,3118,408
16,64,16,1,False,False,False,cuda,635,11,3147,25
16,64,16,8,False,False,False,cuda,639,9,3130,205
16,64,16,16,False,False,False,cuda,644,12,3102,407
16,64,256,1,False,False,False,cuda,657,11,3044,399
16,64,256,8,False,False,False,cuda,660,9,3029,3177
16,64,256,16,False,False,False,cuda,658,11,3036,6374
16,64,1024,1,False,False,False,cuda,1909,59,1048,549
16,64,1024,8,False,False,False,cuda,1842,19,1086,4554
16,64,1024,16,False,False,False,cuda,1887,23,1060,8890
16,256,16,1,False,False,False,cuda,638,12,3135,102
16,256,16,8,False,False,False,cuda,703,9,2843,745
16,256,16,16,False,False,False,cuda,914,11,2187,1147
16,256,256,1,False,False,False,cuda,874,9,2288,1199
16,256,256,8,False,False,False,cuda,1006,9,1988,8338
16,256,256,16,False,False,False,cuda,1183,8,1691,14181
16,256,1024,1,False,False,False,cuda,5469,21,366,766
16,256,1024,8,False,False,False,cuda,5518,108,363,6080
16,256,1024,16,False,False,False,cuda,5709,123,351,11754
32,1,16,1,False,False,False,cuda,591,9,3381,0
32,1,16,8,False,False,False,cuda,623,9,3206,6
32,1,16,16,False,False,False,cuda,623,11,3210,13
32,1,256,1,False,False,False,cuda,604,9,3309,13
32,1,256,8,False,False,False,cuda,638,10,3134,102
32,1,256,16,False,False,False,cuda,638,10,3134,205
32,1,1024,1,False,False,False,cuda,608,9,3287,53
32,1,1024,8,False,False,False,cuda,642,10,3114,408
32,1,1024,16,False,False,False,cuda,641,10,3119,817
32,64,16,1,False,False,False,cuda,636,9,3144,51
32,64,16,8,False,False,False,cuda,643,11,3107,407
32,64,16,16,False,False,False,cuda,660,8,3030,794
32,64,256,1,False,False,False,cuda,678,9,2947,773
32,64,256,8,False,False,False,cuda,681,10,2937,6159
32,64,256,16,False,False,False,cuda,758,7,2638,11066
32,64,1024,1,False,False,False,cuda,3066,88,653,684
32,64,1024,8,False,False,False,cuda,3027,5,661,5542
32,64,1024,16,False,False,False,cuda,3108,5,644,10796
32,256,16,1,False,False,False,cuda,645,15,3101,203
32,256,16,8,False,False,False,cuda,824,7,2425,1272
32,256,16,16,False,False,False,cuda,1150,7,1739,1823
32,256,256,1,False,False,False,cuda,1351,9,1480,1552
32,256,256,8,False,False,False,cuda,1597,8,1252,10505
32,256,256,16,False,False,False,cuda,1907,6,1049,17595
32,256,1024,1,False,False,False,cuda,10189,62,197,823
32,256,1024,8,False,False,False,cuda,10242,57,196,6552
32,256,1024,16,False,False,False,cuda,10572,72,190,12695
